"","...1","...2","...3","...4","date","tweet","word","source_file","masked_tweet","logp.jewish","logp.israeli","norm.logp.israeli","norm.logp.jewish","diff"
"11",11,11,13,21,2023-10-08,"She can't be a Zionist while supporting Palestine, learn some basic terms before you call your opinion opinion","zionist","scraped_tweets_zionist_45092.json","She can't be a <mask> while supporting Palestine, learn some basic terms before you call your opinion opinion",-4.16094711548591,-7.54382495539908,-2.63655850728754,-0.781785713595526,1.85477279369202
"12",12,12,14,22,2023-10-08,"Always tears from the comfortable white westerners for the globe-trotting bougie ravers who were literally dancing on stolen Palestinian land.

Never tears for the schools, hospitals, and apartment buildings destroyed by the zionist apartheid state.","zionist","scraped_tweets_zionist_45092.json","Always tears from the comfortable white westerners for the globe-trotting bougie ravers who were literally dancing on stolen Palestinian land.

Never tears for the schools, hospitals, and apartment buildings destroyed by the <mask> apartheid state.",-5.9976364522644,-0.918160025546712,3.98910642256482,-2.61847505037402,-6.60758147293884
"13",13,13,15,23,2023-10-08,"Since you wanna talk numbers Congratulations on being able to see 25 free in a Zionist settler state after having to serve in IDF to oppress those you learnt to hate and distrust! A great moral high-horse to begin focusing on a specific day while Palestinian lives suffer  daily>","zionist","scraped_tweets_zionist_45092.json","Since you wanna talk numbers Congratulations on being able to see 25 free in a <mask> settler state after having to serve in IDF to oppress those you learnt to hate and distrust! A great moral high-horse to begin focusing on a specific day while Palestinian lives suffer  daily>",-3.94392812240884,-6.98125361500358,-2.07398716689204,-0.564766720518456,1.50922044637359
"14",14,14,16,24,2023-10-08,"some zionist i was arguing with a couple of weeks ago before the hamas offensive was saying that americans should mind their own business about israel. if americans minded our own business then israel would collapse, lol","zionist","scraped_tweets_zionist_45092.json","some <mask> i was arguing with a couple of weeks ago before the hamas offensive was saying that americans should mind their own business about israel. if americans minded our own business then israel would collapse, lol",-5.61484671253386,-9.13742214355682,-4.23015569544528,-2.23568531064348,1.99447038480181
"15",15,15,17,25,2023-10-08,"Uproar over brutality on the part of resistance fighters is the morality of the zionist state’s monopoly on violence. A fight against genocide cannot always be fair in totally asymmetrical conditions. & violence is NOT without psychological consequences for the resistors.","zionist","scraped_tweets_zionist_45092.json","Uproar over brutality on the part of resistance fighters is the morality of the <mask> state’s monopoly on violence. A fight against genocide cannot always be fair in totally asymmetrical conditions. & violence is NOT without psychological consequences for the resistors.",-6.02876560669039,-4.07127357386271,0.835992874248827,-2.64960420480001,-3.48559707904883
"16",16,16,18,26,2023-10-08,"3 Zionists and a Nazi harass a woman for years and somehow it's HER fault that they organized an entire takedown of her career and in doing so, helped fund a terrorist organization.","zionist","scraped_tweets_zionist_45092.json","3 <mask> and a Nazi harass a woman for years and somehow it's HER fault that they organized an entire takedown of her career and in doing so, helped fund a terrorist organization.",-6.07291348371555,-5.23895460653241,-0.331688158420873,-2.69375208182517,-2.36206392340429
"17",17,17,20,30,2023-10-08,"Gotta get back on the Zionists’ good side after pissing them off by applauding a Nazi, I guess.","zionist","scraped_tweets_zionist_45092.json","Gotta get back on the <mask>’ good side after pissing them off by applauding a Nazi, I guess.",-7.53683180803579,-6.56664017035734,-1.6593737222458,-4.15767040614541,-2.4982966838996
"18",18,18,21,31,2023-10-08,"I am extending the above criticism to anyone who types stuff like ""isn'treal"" instead of Israel. I want nothing more than the end of the Zionist state to lead in a 1000-year caliphate but whenever I read ""isn'treal"" or ""israhell"", for a split second I'm tempted to join the IDF","zionist","scraped_tweets_zionist_45092.json","I am extending the above criticism to anyone who types stuff like ""isn'treal"" instead of Israel. I want nothing more than the end of the <mask> state to lead in a 1000-year caliphate but whenever I read ""isn'treal"" or ""israhell"", for a split second I'm tempted to join the IDF",-1.0753689383515,-1.86293551343018,3.04433093468136,2.30379246353888,-0.740538471142473
"19",19,19,22,33,2023-10-08,"“You’re a Zionist shill for saying raping random women to death is bad!”

Ok. Call me whatever you’re not.","zionist","scraped_tweets_zionist_45092.json","“You’re a <mask> shill for saying raping random women to death is bad!”

Ok. Call me whatever you’re not.",-5.3807087999096,-9.52872530016479,-4.62145885205325,-2.00154739801922,2.61991145403404
"20",20,20,23,34,2023-10-08,"Even while the 
joebiden
-armed Zionist enemy is massacring whole families in Gaza, its “IDF” terrorists have murdered 14 Palestinians in the West Bank since Saturday morning. Everywhere the people are resisting the savage colonial onslaught.","zionist","scraped_tweets_zionist_45092.json","Even while the 
joebiden
-armed <mask> enemy is massacring whole families in Gaza, its “IDF” terrorists have murdered 14 Palestinians in the West Bank since Saturday morning. Everywhere the people are resisting the savage colonial onslaught.",-3.5351661934767,-2.19629682195418,2.71096962615736,-0.156004791586316,-2.86697441774367
"21",21,21,24,35,2023-10-08,"Crocodile tears by any zionist who says that Palestinians pose a risk to Christians when Israel has been decimating the communities there for decades, with no sign of slowing down in the last months alone.","zionist","scraped_tweets_zionist_45092.json","Crocodile tears by any <mask> who says that Palestinians pose a risk to Christians when Israel has been decimating the communities there for decades, with no sign of slowing down in the last months alone.",-2.12837353025696,-3.59327306142603,1.31399338668551,1.25078787163342,-0.0632055150520832
"22",22,22,25,36,2023-10-08,"Cliche after cliche after cliche. 

Strange how both sides try to explain their views and if I question either one, I’m the bad guy…I’m unfollowed…I’m a Zionist… I’m anti-Israel… it’s amazing how both sides are sick.","zionist","scraped_tweets_zionist_45092.json","Cliche after cliche after cliche. 

Strange how both sides try to explain their views and if I question either one, I’m the bad guy…I’m unfollowed…I’m a <mask>… I’m anti-Israel… it’s amazing how both sides are sick.",-3.38180040065698,-8.78446087676218,-3.87719442865064,-0.00263899876659623,3.87455542988405
"23",23,23,26,37,2023-10-08,"Could it possibly be that the Zionists' government wanted it to happen?  That way they have an excuse to implement the final solution to the Palestinian problem?","zionist","scraped_tweets_zionist_45092.json","Could it possibly be that the <mask>' government wanted it to happen?  That way they have an excuse to implement the final solution to the Palestinian problem?",-6.23087492122254,-2.47051300986588,2.43675343824566,-2.85171351933216,-5.28846695757781
"24",24,24,27,40,2023-10-08,"sooner or later y’all are gonna forget all the celebrities on this list are zionists and go back to liking them","zionist","scraped_tweets_zionist_45092.json","sooner or later y’all are gonna forget all the celebrities on this list are <mask> and go back to liking them",-7.68702057351893,-10.9025076401042,-5.99524119199266,-4.30785917162855,1.68738202036412
"25",25,25,28,53,2023-10-08,"don’t slide in my DMs just to be a zionist cause imma make you look like a fucking fool","zionist","scraped_tweets_zionist_45092.json","don’t slide in my DMs just to be a <mask> cause imma make you look like a fucking fool",-14.7986778617374,-19.0703292938628,-14.1630628457513,-11.419516459847,2.74354638590425
"26",26,26,29,54,2023-10-08,"entire cast of tvd and the originals are zionists this is why they all flopped as actors","zionist","scraped_tweets_zionist_45092.json","entire cast of tvd and the originals are <mask> this is why they all flopped as actors",-8.75971511506977,-12.8802968175521,-7.97303036944056,-5.38055371317939,2.59247665626118
"27",27,27,30,55,2023-10-08,"Huge clashes in West Bank. May Allah keep safe innocent Palestinians against Barbarian Zionists. 
#اسرائیل #طوفان_الأقصی #فلسطين
#Palestine #Hamas #FreePalestine #Gaza  #Israel #IsraelPalestineWar #AlAqsaFlood","zionist","scraped_tweets_zionist_45092.json","Huge clashes in West Bank. May Allah keep safe innocent Palestinians against Barbarian <mask>. 
#اسرائیل #طوفان_الأقصی #فلسطين
#Palestine #Hamas #FreePalestine #Gaza  #Israel #IsraelPalestineWar #AlAqsaFlood",-7.84721274638141,-6.19528611754762,-1.28801966943608,-4.46805134449103,-3.18003167505494
"28",28,28,31,56,2023-10-08,"Amen brother or sister or other 

We will not allow the Zionists to impose the gender binary on us. History is on our side.","zionist","scraped_tweets_zionist_45092.json","Amen brother or sister or other 

We will not allow the <mask> to impose the gender binary on us. History is on our side.",-8.27743791589662,-10.753370541172,-5.84610409306046,-4.89827651400624,0.947827579054227
"29",29,29,32,58,2023-10-08,"I've seen some ridiculous Zionist supporting rubbish this weekend, once again Penny the sword swallowing Admiral of the world's navy takes it to another level of pathetic","zionist","scraped_tweets_zionist_45092.json","I've seen some ridiculous <mask> supporting rubbish this weekend, once again Penny the sword swallowing Admiral of the world's navy takes it to another level of pathetic",-6.52112912399645,-7.91772186595584,-3.0104554178443,-3.14196772210607,-0.131512304261763
"30",30,30,33,60,2023-10-08,"It’s pathetic how western progressives have been so blatantly duped into thinking this is not representative of anti-Zionist ideology.","zionist","scraped_tweets_zionist_45092.json","It’s pathetic how western progressives have been so blatantly duped into thinking this is not representative of anti-<mask> ideology.",-4.80784471557518,-5.2829468317266,-0.375680383615063,-1.4286833136848,-1.05300293006973
"31",31,31,34,67,2023-10-08,"Satanists, degenerate zionists and other lepers do not understand that the crucifix represents Jesus Christ's victory over death.

Keep your concern about Jesus and his name out of your filthy mouthes.","zionist","scraped_tweets_zionist_45092.json","Satanists, degenerate <mask> and other lepers do not understand that the crucifix represents Jesus Christ's victory over death.

Keep your concern about Jesus and his name out of your filthy mouthes.",-5.29918808881439,-7.77342482219346,-2.86615837408192,-1.92002668692401,0.946131687157918
"32",32,32,35,68,2023-10-08,"Superb summing up  by 
Lowkey0nline
 of the 
the systematic brutality of the Zionist entity.

Israel flagrantly and arrogantly ignores  international law and peaceful protests.

Now Palestinians are 
rising up against evil
which is why they deserve
 our support.
Essential watch","zionist","scraped_tweets_zionist_45092.json","Superb summing up  by 
Lowkey0nline
 of the 
the systematic brutality of the <mask> entity.

Israel flagrantly and arrogantly ignores  international law and peaceful protests.

Now Palestinians are 
rising up against evil
which is why they deserve
 our support.
Essential watch",-8.50921495313233,-6.7562180117934,-1.84895156368186,-5.13005355124195,-3.28110198756008
"33",33,33,36,69,2023-10-08,"Has anybody else noticed how some who usually support #Palestine are now suddenly condemning #Palestinian ""violence""? They want Palestinians SILENT or DEAD! They conveniently forgot SEVENTY-FIVE years of #zionist VIOLENCE against Palestinians!","zionist","scraped_tweets_zionist_45092.json","Has anybody else noticed how some who usually support #Palestine are now suddenly condemning #Palestinian ""violence""? They want Palestinians SILENT or DEAD! They conveniently forgot SEVENTY-FIVE years of #<mask> VIOLENCE against Palestinians!",-5.46791297785168,-2.74542892981942,2.16183751829212,-2.0887515759613,-4.25058909425341
"34",34,34,37,71,2023-10-08,"From a conservative white American POV , I think this is a very balanced take .. dare I say, it’s way balanced that our Desi zionists ..","zionist","scraped_tweets_zionist_45092.json","From a conservative white American POV , I think this is a very balanced take .. dare I say, it’s way balanced that our Desi <mask> ..",-10.6637185269689,-12.1489506374031,-7.24168418929156,-7.28455712507852,-0.0428729357869528
"35",35,35,38,75,2023-10-09,"state treasurer is at my work currently scream laughing while repeating “i’m a zionist”","zionist","scraped_tweets_zionist_45092.json","state treasurer is at my work currently scream laughing while repeating “i’m a <mask>”",-5.71024133401599,-13.4832638185674,-8.57599737045586,-2.33107993212561,6.24491743833026
"36",36,36,39,78,2023-10-09,"I don’t usually get political here but if you support the Zionist state, I have nothing to say to you. Unfollow me.","zionist","scraped_tweets_zionist_45092.json","I don’t usually get political here but if you support the <mask> state, I have nothing to say to you. Unfollow me.",-7.37860604778587,-6.29741435410622,-1.39014790599468,-3.99944464589549,-2.6092967399008
"37",37,37,40,80,2023-10-09,"you should ask the imperial governments that slaughtered your ancestors why then it is they're so set on getting Zionists ""their"" land back, but you and your people can go fuсk yourselves and rot on the rezz or under a residential school.

when you take the diсk out your mouth.","zionist","scraped_tweets_zionist_45092.json","you should ask the imperial governments that slaughtered your ancestors why then it is they're so set on getting <mask> ""their"" land back, but you and your people can go fuсk yourselves and rot on the rezz or under a residential school.

when you take the diсk out your mouth.",-9.16458473189481,-11.687103970853,-6.77983752274146,-5.78542333000443,0.994414192737038
"38",38,38,41,81,2023-10-09,"the people you are blocking are people trying to educate you on something you very clearly are not educated on. you are the person attacking people and throwing around antisemitism labels in an attempt to deflect from the fact that you are a zionist.","zionist","scraped_tweets_zionist_45092.json","the people you are blocking are people trying to educate you on something you very clearly are not educated on. you are the person attacking people and throwing around antisemitism labels in an attempt to deflect from the fact that you are a <mask>.",-4.20774021260939,-11.6022713360142,-6.69500488790266,-0.828578810719006,5.86642607718366
"39",39,39,42,84,2023-10-09,"you’re 60 years old you should learn that zionist ≠ antisemitism you dumbass","zionist","scraped_tweets_zionist_45092.json","you’re 60 years old you should learn that <mask> ≠ antisemitism you dumbass",-3.70782664093376,-9.19679191913018,-4.28952547101864,-0.328665239043376,3.96086023197527
"40",40,40,43,85,2023-10-09,"The cuckservatives went from ""dont believe all women"" to ""believe all zionist propaganda"" real fast","zionist","scraped_tweets_zionist_45092.json","The cuckservatives went from ""dont believe all women"" to ""believe all <mask> propaganda"" real fast",-7.35452455529167,-8.9782495404605,-4.07098309234896,-3.97536315340129,0.0956199389476762
"41",41,41,45,91,2023-10-09,"At my school, I am desperately trying to draft something that will not be rejected by an extremely censorious editorial board that is openly hostile to all ""Zionists."" We are discovering just how violent the ""anti-normalization""/BDS world hopes to be.","zionist","scraped_tweets_zionist_45092.json","At my school, I am desperately trying to draft something that will not be rejected by an extremely censorious editorial board that is openly hostile to all ""<mask>."" We are discovering just how violent the ""anti-normalization""/BDS world hopes to be.",-7.57973428698334,-6.63374599614617,-1.72647954803463,-4.20057288509296,-2.47409333705832
"42",42,42,46,93,2023-10-09,"Alt-Righters have discovered that strange Zionist bodybuilders pushing TND turned out not to be pro-American or pro-white.","zionist","scraped_tweets_zionist_45092.json","Alt-Righters have discovered that strange <mask> bodybuilders pushing TND turned out not to be pro-American or pro-white.",-5.35619106222517,-6.55501257873877,-1.64774613062723,-1.97702966033479,-0.329283529707553
"43",43,43,47,95,2023-10-09,"Didn’t think I’d need to clarify but this tweet is not against her educating herself and supporting palestine. It’s about the initial action that so many celebrities also did. Don’t interact if you’re a zionist.","zionist","scraped_tweets_zionist_45092.json","Didn’t think I’d need to clarify but this tweet is not against her educating herself and supporting palestine. It’s about the initial action that so many celebrities also did. Don’t interact if you’re a <mask>.",-4.71085479398164,-8.70019855432846,-3.79293210621692,-1.33169339209126,2.46123871412567
"44",44,44,48,96,2023-10-09,"This is how zionists speak of Palestinian women, children, elderly and innocents under occupation. This is the quiet part out loud. The dehumanization has become so normalized that they’ve lost their humanity in pursuit of dirt.","zionist","scraped_tweets_zionist_45092.json","This is how <mask> speak of Palestinian women, children, elderly and innocents under occupation. This is the quiet part out loud. The dehumanization has become so normalized that they’ve lost their humanity in pursuit of dirt.",-7.20005009560942,-3.38939534420821,1.51787110390333,-3.82088869371904,-5.33875979762236
"45",45,45,49,98,2023-10-09,"Why do 90% of pro ukro shills also have to be pro Zionist?","zionist","scraped_tweets_zionist_45092.json","Why do 90% of pro ukro shills also have to be pro <mask>?",-5.09065098702794,-4.32756498374288,0.579701464368657,-1.71148958513756,-2.29119104950621
"46",46,46,50,102,2023-10-09,"i’m really confused about this whole thing, so ya’ll would rather attack and gaslight someone for simply expressing their disappontment on her liking that (deleted) post? literally nobody called selena a zionist like be for real?","zionist","scraped_tweets_zionist_45092.json","i’m really confused about this whole thing, so ya’ll would rather attack and gaslight someone for simply expressing their disappontment on her liking that (deleted) post? literally nobody called selena a <mask> like be for real?",-9.92994807460441,-15.695144538176,-10.7878780900645,-6.55078667271403,4.23709141735044
"47",47,47,51,103,2023-10-09,"1/
Damn, Hamas, you achieved the impossible :
1. All our
-(s)elected politicians
-MSM
-celebrities
are now kissing zionists’ asses even more than before
Hard to believe, I know
2. The swarms of Hasbara were unleashed everywhere replacing UkroNazi NAFO trolls","zionist","scraped_tweets_zionist_45092.json","1/
Damn, Hamas, you achieved the impossible :
1. All our
-(s)elected politicians
-MSM
-celebrities
are now kissing <mask>’ asses even more than before
Hard to believe, I know
2. The swarms of Hasbara were unleashed everywhere replacing UkroNazi NAFO trolls",-6.05583167984323,-5.17239578513141,-0.265129337019873,-2.67667027795285,-2.41154094093297
"48",48,48,53,109,2023-10-09,"Just no room for nuance in this discussion it seems. In their frenzy to court Zionists and reactionaries they lose their humanity. 

It is possible and preferable to condemn terror attacks while recognizing the slow-rolling genocide on Palestinians. 

Transparent and horrifying.","zionist","scraped_tweets_zionist_45092.json","Just no room for nuance in this discussion it seems. In their frenzy to court <mask> and reactionaries they lose their humanity. 

It is possible and preferable to condemn terror attacks while recognizing the slow-rolling genocide on Palestinians. 

Transparent and horrifying.",-8.87206446720743,-7.35598269411999,-2.44871624600845,-5.49290306531705,-3.04418681930859
"49",49,49,54,111,2023-10-09,"The place I first saw it reported on is a far right Zionist publication the anon report is of a man who saw a video of it happening. So many degrees of separation 
I don't doubt that the violence of war is horrible, but it's clear that this is an agenda to demonize Palestinians","zionist","scraped_tweets_zionist_45092.json","The place I first saw it reported on is a far right <mask> publication the anon report is of a man who saw a video of it happening. So many degrees of separation 
I don't doubt that the violence of war is horrible, but it's clear that this is an agenda to demonize Palestinians",-3.79650755835782,-2.62917902324146,2.27808742487008,-0.417346156467436,-2.69543358133751
"50",50,50,55,112,2023-10-09,"Lol imagine thinking ur entitled to a response from a celebrity. Oh wait, ur a zionist. Entitlement is all you know...","zionist","scraped_tweets_zionist_45092.json","Lol imagine thinking ur entitled to a response from a celebrity. Oh wait, ur a <mask>. Entitlement is all you know...",-8.18152482865341,-14.0545199502668,-9.14725350215526,-4.80236342676303,4.34489007539224
"51",51,51,56,114,2023-10-09,"It’s not though. 
Zionists are not all Israel. Just as Hamas is not all Palestinians. 

And my original post wasn’t about Gaza or the right of Palestine to be free. 

It was about terrorism and murder of innocents being wrong. What part of that do you argue with? 
Truly confused.","zionist","scraped_tweets_zionist_45092.json","It’s not though. 
<mask> are not all Israel. Just as Hamas is not all Palestinians. 

And my original post wasn’t about Gaza or the right of Palestine to be free. 

It was about terrorism and murder of innocents being wrong. What part of that do you argue with? 
Truly confused.",-6.77448388627851,-3.86942032897767,1.03784611913387,-3.39532248438813,-4.43316860352199
"52",52,52,57,115,2023-10-09,"and being in a country where the majority are zionists makes me wanna off myself. nothing i say will help educate them. but i appreciate the very few people who reach out to know more (a total of 1 person actually)","zionist","scraped_tweets_zionist_45092.json","and being in a country where the majority are <mask> makes me wanna off myself. nothing i say will help educate them. but i appreciate the very few people who reach out to know more (a total of 1 person actually)",-7.87087759095942,-11.7424118995963,-6.83514545148476,-4.49171618906904,2.34342926241573
"53",53,53,58,117,2023-10-09,"Additionally the only source of this so far (that I've seen) is an unverified, nameless quote from an article in The Tablet, a right wing Zionist newspaper.","zionist","scraped_tweets_zionist_45092.json","Additionally the only source of this so far (that I've seen) is an unverified, nameless quote from an article in The Tablet, a right wing <mask> newspaper.",-9.69905721524148,-9.42865393669519,-4.52138748858365,-6.3198958133511,-1.79850832476744
"54",54,54,60,122,2023-10-09,"qrts saw their faves in it and started jumping op bcs “ppl are dying and you’re looking at instagram likes” as if they said this thread would end the war but supporting a celebrity means giving them money and i’d like to be told when my money goes to a zionist","zionist","scraped_tweets_zionist_45092.json","qrts saw their faves in it and started jumping op bcs “ppl are dying and you’re looking at instagram likes” as if they said this thread would end the war but supporting a celebrity means giving them money and i’d like to be told when my money goes to a <mask>",-12.400048290234,-17.890729535739,-12.9834630876275,-9.02088688834362,3.96257619928384
"55",55,55,61,123,2023-10-09,"The only islam grifter here is you

Your lack of awareness about the situation in Palestine & what they’ve experienced is glaring

How can you be so gullible as to believe every piece of Zionist-backed propaganda that flies your way all because your ex boyfriend broke your heart?","zionist","scraped_tweets_zionist_45092.json","The only islam grifter here is you

Your lack of awareness about the situation in Palestine & what they’ve experienced is glaring

How can you be so gullible as to believe every piece of <mask>-backed propaganda that flies your way all because your ex boyfriend broke your heart?",-7.13859939832613,-6.441469461406,-1.53420301329446,-3.75943799643575,-2.22523498314128
"56",56,56,62,124,2023-10-09,"girl the strike and your tooth did not make you a zionist like what is going on here","zionist","scraped_tweets_zionist_45092.json","girl the strike and your tooth did not make you a <mask> like what is going on here",-8.3225288147977,-13.3639116124744,-8.45664516436286,-4.94336741290732,3.51327775145555
"57",57,57,63,125,2023-10-09,"How many Palestinian children have the Zionists killed in the past few years?  
It is a lot. How many have they killed in just the past 12 hours of their bombing campaigns.","zionist","scraped_tweets_zionist_45092.json","How many Palestinian children have the <mask> killed in the past few years?  
It is a lot. How many have they killed in just the past 12 hours of their bombing campaigns.",-7.84589119865758,-1.31899848217234,3.5882679659392,-4.4667297967672,-8.05499776270639
"58",58,58,64,126,2023-10-09,"don’t you support the Zionist who have colonised and been displacing the Palestinian people for the past 75?","zionist","scraped_tweets_zionist_45092.json","don’t you support the <mask> who have colonised and been displacing the Palestinian people for the past 75?",-4.01899304584989,-1.49674156460265,3.41052488350889,-0.639831643959506,-4.05035652746839
"59",59,59,66,134,2023-10-09,"Palestinians are rising up, and they have been for decades, since before the Zionist entity even officially came to exist. They will continue to until the colonization of Palestine ends.","zionist","scraped_tweets_zionist_45092.json","Palestinians are rising up, and they have been for decades, since before the <mask> entity even officially came to exist. They will continue to until the colonization of Palestine ends.",-4.25320506550743,-1.685323891336,3.22194255677554,-0.874043663617046,-4.09598622039258
"60",60,60,67,138,2023-10-09,"tooth pain is not an excuse for being a zionist this is fucking ridiculous oh my god","zionist","scraped_tweets_zionist_45092.json","tooth pain is not an excuse for being a <mask> this is fucking ridiculous oh my god",-8.77801594132128,-15.2347893118553,-10.3275228637438,-5.3988545394309,4.92866832431287
"61",61,61,68,139,2023-10-09,"Palestinians are being carpet bombed with illegal white phosphorus & have been bombed and murdered in an open air 

concentration camp for over 75 years.   

But poor CNN mouthpiece frantically performing for the camera, & carrying  water for Zionist war crimes.
Florellaiabel","zionist","scraped_tweets_zionist_45092.json","Palestinians are being carpet bombed with illegal white phosphorus & have been bombed and murdered in an open air 

concentration camp for over 75 years.   

But poor CNN mouthpiece frantically performing for the camera, & carrying  water for <mask> war crimes.
Florellaiabel",-5.64596031318711,-0.993537501869527,3.91372894624201,-2.26679891129673,-6.18052785753874
"62",62,62,69,140,2023-10-09,"Remember when you loved Nick Fuentes and were concerned with political persecution of Patriots by our Zionist occupied government? Then you sold out and stabbed him in the back for a failed attempt at mainstream success.","zionist","scraped_tweets_zionist_45092.json","Remember when you loved Nick Fuentes and were concerned with political persecution of Patriots by our <mask> occupied government? Then you sold out and stabbed him in the back for a failed attempt at mainstream success.",-5.65236680521839,-5.40784567811914,-0.500579230007603,-2.27320540332801,-1.7726261733204
"63",63,63,70,141,2023-10-09,"zionists be like “violence is not the answer” well go tell that to the IDF idk what you’re talking about","zionist","scraped_tweets_zionist_45092.json","<mask> be like “violence is not the answer” well go tell that to the IDF idk what you’re talking about",-5.56605383087003,-5.36674505411203,-0.459478606000493,-2.18689242897965,-1.72741382297915
